13.806646,0.868640,0.000000
14.113440,1.782942,0.000000
13.972260,2.665351,0.000000
13.975047,3.588181,0.000000
14.088502,4.577631,0.000000
14.330834,5.673977,0.000000
14.619529,6.879426,0.000000
13.697264,7.530132,0.000000
12.878448,8.172909,0.000000
11.948918,8.681396,0.000000
11.707746,9.685487,0.000000
11.657463,10.947083,0.000000
11.399305,12.139023,0.000000
9.685740,11.708043,0.000000
8.348228,11.490346,0.000000
7.603454,11.981120,0.000000
7.138741,12.985314,0.000000
6.614821,14.057202,0.000000
5.983077,15.111516,0.000000
4.998672,15.384316,0.000000
3.970269,15.463160,0.000000
3.020889,15.836029,0.000000
1.918779,15.188662,0.000000
0.934602,14.855005,0.000000
0.000005,15.976149,0.000000
-0.993483,15.791045,0.000000
-1.996611,15.804848,0.000000
-3.127367,16.394266,0.000000
-4.057798,15.804105,0.000000
-5.010983,15.422239,0.000000
-5.960192,15.053744,0.000000
-6.743473,14.330626,0.000000
-7.551246,13.735681,0.000000
-8.396852,13.231336,0.000000
-9.320243,12.828226,0.000000
-10.062941,12.164018,0.000000
-10.811690,11.513292,0.000000
-10.922023,10.256472,0.000000
-11.732360,9.705862,0.000000
-10.686630,7.764299,0.000000
-11.288141,7.163681,0.000000
-11.680331,6.421325,0.000000
-13.224197,6.222844,0.000000
-14.562255,5.765615,0.000000
-15.176197,4.931055,0.000000
-15.075219,3.870668,0.000000
-13.730397,2.619222,0.000000
-13.405421,1.693507,0.000000
-14.098514,0.887012,0.000000
-15.728333,0.000010,0.000000
-16.122898,-1.014356,0.000000
-16.338058,-2.063965,0.000000
-15.528979,-2.962300,0.000000
-14.325593,-3.678176,0.000000
-14.227298,-4.622718,0.000000
-14.344916,-5.679542,0.000000
-14.367407,-6.760775,0.000000
-14.362290,-7.895722,0.000000
-13.934458,-8.843060,0.000000
-13.477299,-9.791815,0.000000
-12.892381,-10.665487,0.000000
-12.269014,-11.521353,0.000000
-11.509628,-12.256489,0.000000
-10.598376,-12.811214,0.000000
-9.781981,-13.463717,0.000000
-8.918984,-14.054044,0.000000
-8.094476,-14.723766,0.000000
-7.247862,-15.402456,0.000000
-6.279058,-15.859049,0.000000
-5.249820,-16.157234,0.000000
-4.196046,-16.342459,0.000000
-3.100590,-16.253777,0.000000
-2.052243,-16.245049,0.000000
-1.032837,-16.416224,0.000000
-0.000016,-16.386734,0.000000
1.039598,-16.524202,0.000000
2.002959,-15.855181,0.000000
2.993190,-15.690939,0.000000
3.995464,-15.561372,0.000000
4.969500,-15.294601,0.000000
5.942536,-15.009180,0.000000
6.735848,-14.314446,0.000000
7.362028,-13.391513,0.000000
7.999196,-12.604746,0.000000
8.680819,-11.948150,0.000000
9.302269,-11.244537,0.000000
9.878817,-10.519895,0.000000
10.434816,-9.798967,0.000000
10.747731,-8.891317,0.000000
11.390691,-8.275842,0.000000
11.820471,-7.501519,0.000000
12.313038,-6.769169,0.000000
12.312172,-5.793686,0.000000
12.646684,-5.007194,0.000000
13.033084,-4.234724,0.000000
13.110892,-3.366323,0.000000
13.452025,-2.566129,0.000000
13.757774,-1.738029,0.000000
13.628666,-0.857461,0.000000
13.991218,0.880253,0.180000
14.137321,1.785959,0.180000
14.041489,2.678557,0.180000
13.785562,3.539530,0.180000
13.884284,4.511276,0.180000
13.845802,5.481940,0.180000
13.949971,6.564356,0.180000
14.223825,7.819612,0.180000
13.357844,8.477143,0.180000
12.050159,8.754951,0.180000
11.427712,9.453823,0.180000
11.021886,10.350237,0.180000
10.936413,11.646093,0.180000
10.580768,12.789947,0.180000
9.089900,12.511169,0.180000
7.629517,12.022190,0.180000
6.831332,12.426140,0.180000
6.411309,13.624718,0.180000
5.706692,14.413448,0.180000
5.021773,15.455415,0.180000
4.027332,15.685405,0.180000
2.990244,15.675386,0.180000
2.017779,15.972325,0.180000
0.962341,15.295899,0.180000
0.000005,15.043241,0.180000
-1.004590,15.967589,0.180000
-2.001219,15.841325,0.180000
-3.042693,15.950386,0.180000
-4.134875,16.104300,0.180000
-5.066946,15.594475,0.180000
-6.029969,15.229981,0.180000
-6.866378,14.591811,0.180000
-7.640951,13.898853,0.180000
-8.341167,13.143590,0.180000
-9.176057,12.629771,0.180000
-9.935970,12.010536,0.180000
-10.904396,11.612014,0.180000
-11.418903,10.723074,0.180000
-11.737468,9.710088,0.180000
-12.250458,8.900489,0.180000
-11.803013,7.490429,0.180000
-11.704810,6.434782,0.180000
-12.305410,5.790495,0.180000
-13.437669,5.320358,0.180000
-14.771396,4.799527,0.180000
-15.352353,3.941824,0.180000
-15.526936,2.961931,0.180000
-14.347036,1.812461,0.180000
-13.596082,0.855402,0.180000
-14.244864,0.000009,0.180000
-15.587402,-0.980666,0.180000
-16.049747,-2.027544,0.180000
-16.065823,-3.064708,0.180000
-14.956000,-3.840037,0.180000
-13.993839,-4.546863,0.180000
-13.925820,-5.513610,0.180000
-13.880679,-6.531739,0.180000
-14.054839,-7.726699,0.180000
-13.852700,-8.791176,0.180000
-13.359744,-9.706406,0.180000
-12.875490,-10.651514,0.180000
-12.276317,-11.528210,0.180000
-11.537813,-12.286504,0.180000
-10.600667,-12.813983,0.180000
-9.853690,-13.562417,0.180000
-8.943761,-14.093085,0.180000
-8.087512,-14.711099,0.180000
-7.157801,-15.211066,0.180000
-6.246886,-15.777792,0.180000
-5.226189,-16.084505,0.180000
-4.219899,-16.435358,0.180000
-3.154298,-16.535326,0.180000
-2.096764,-16.597467,0.180000
-1.032863,-16.416634,0.180000
-0.000016,-16.599701,0.180000
1.043674,-16.588978,0.180000
2.073183,-16.411064,0.180000
3.032814,-15.898657,0.180000
4.041283,-15.739826,0.180000
5.014557,-15.433274,0.180000
6.031465,-15.233788,0.180000
6.953771,-14.777555,0.180000
7.799922,-14.188041,0.180000
8.180602,-12.890597,0.180000
8.694183,-11.966545,0.180000
9.303506,-11.246033,0.180000
9.945571,-10.590981,0.180000
10.348756,-9.718151,0.180000
10.893967,-9.012295,0.180000
11.511577,-8.363670,0.180000
12.048815,-7.646430,0.180000
12.388220,-6.810501,0.180000
12.623249,-5.940069,0.180000
12.533134,-4.962236,0.180000
13.008635,-4.226779,0.180000
13.178850,-3.383771,0.180000
13.457006,-2.567079,0.180000
13.486815,-1.703799,0.180000
13.440506,-0.845622,0.180000
13.616740,0.856692,0.360000
13.905226,1.756638,0.360000
14.166811,2.702463,0.360000
13.718914,3.522418,0.360000
13.590825,4.415926,0.360000
13.642506,5.401449,0.360000
13.504101,6.354546,0.360000
13.482295,7.411952,0.360000
13.494199,8.563677,0.360000
12.937728,9.399807,0.360000
11.690428,9.671161,0.360000
10.728726,10.074942,0.360000
10.256865,10.922447,0.360000
10.062496,12.163465,0.360000
9.708800,13.363012,0.360000
8.413802,13.258025,0.360000
6.860975,12.480062,0.360000
6.098610,12.960198,0.360000
5.489307,13.864397,0.360000
4.809008,14.800591,0.360000
4.024168,15.673082,0.360000
3.024314,15.853986,0.360000
2.008349,15.897677,0.360000
0.986416,15.678550,0.360000
0.000005,15.427222,0.360000
-0.954811,15.176364,0.360000
-1.999510,15.827799,0.360000
-3.043156,15.952812,0.360000
-4.011570,15.624058,0.360000
-5.149081,15.847262,0.360000
